gn_code;douanerecht;type_duty
0805501090;"Cond: V 55.800 EUR/DTN(01):6.400 % ; V 54.700 EUR/DTN(01):6.400 % + 1.100 EUR DTN ; V 53.600 EUR/DTN(01):6.400 % + 2.200 EUR DTN ; V 52.500 EUR/DTN(01):6.400 % + 3.300 EUR DTN ; V 51.300 EUR/DTN(01):6.400 % + 4.500 EUR DTN ; V 50.200 EUR/DTN(01):6.400 % + 5.600 EUR DTN ; V 49.100 EUR/DTN(01):6.400 % + 6.700 EUR DTN ; V 48.000 EUR/DTN(01):6.400 % + 7.800 EUR DTN ; V 46.900 EUR/DTN(01):6.400 % + 8.900 EUR DTN ; V 0.000 EUR/DTN(01):6.400 % + 25.600 EUR DTN";DUT 3TH
0805509000;12.800 %;DUT 3TH
0805900000;12.800 %;DUT 3TH
0806109000;14.400 %;DUT 3TH
0806109000;17.600 %;DUT 3TH
0806201000;2.400 %;DUT 3TH
0806203010;2.400 %;DUT 3TH
0806203090;2.400 %;DUT 3TH
0806209000;2.400 %;DUT 3TH
0807190000;8.800 %;DUT 3TH
0807190090;8.800 %;DUT 3TH
0808101000;7.200 % MIN 0.360 EUR DTN;DUT 3TH
0808108000;"Cond: V 45.700 EUR/DTN(01):0.000 % ; V 44.800 EUR/DTN(01):4.800 % + 0.900 EUR DTN ; V 43.900 EUR/DTN(01):4.800 % + 1.800 EUR DTN ; V 43.000 EUR/DTN(01):4.800 % + 2.700 EUR DTN ; V 42.000 EUR/DTN(01):4.800 % + 3.700 EUR DTN ; V 0.000 EUR/DTN(01):4.800 % + 23.800 EUR DTN";DUT 3TH
0808108000;"Cond: V 45.700 EUR/DTN(01):9.000 % ; V 44.800 EUR/DTN(01):11.200 % + 0.900 EUR DTN ; V 43.900 EUR/DTN(01):11.200 % + 1.800 EUR DTN ; V 43.000 EUR/DTN(01):11.200 % + 2.700 EUR DTN ; V 42.000 EUR/DTN(01):11.200 % + 3.700 EUR DTN ; V 0.000 EUR/DTN(01):11.200 % + 23.800 EUR DTN";DUT 3TH
0808108000;"Cond: V 45.700 EUR/DTN(01):9.000 % ; V 44.800 EUR/DTN(01):11.200 % + 0.900 EUR DTN ; V 43.900 EUR/DTN(01):11.200 % + 1.800 EUR DTN ; V 43.000 EUR/DTN(01):11.200 % + 2.700 EUR DTN ; V 42.000 EUR/DTN(01):11.200 % + 3.700 EUR DTN ; V 0.000 EUR/DTN(01):11.200 % + 23.800 EUR DTN";DUT 3TH
0808108000;"Cond: V 45.700 EUR/DTN(01):9.000 % ; V 44.800 EUR/DTN(01):11.200 % + 0.900 EUR DTN ; V 43.900 EUR/DTN(01):11.200 % + 1.800 EUR DTN ; V 43.000 EUR/DTN(01):11.200 % + 2.700 EUR DTN ; V 42.000 EUR/DTN(01):11.200 % + 3.700 EUR DTN ; V 0.000 EUR/DTN(01):11.200 % + 23.800 EUR DTN";DUT 3TH
0808108000;"Cond: V 45.700 EUR/DTN(01):9.000 % ; V 44.800 EUR/DTN(01):11.200 % + 0.900 EUR DTN ; V 43.900 EUR/DTN(01):11.200 % + 1.800 EUR DTN ; V 43.000 EUR/DTN(01):11.200 % + 2.700 EUR DTN ; V 42.000 EUR/DTN(01):11.200 % + 3.700 EUR DTN ; V 0.000 EUR/DTN(01):11.200 % + 23.800 EUR DTN";DUT 3TH
0808108000;"Cond: V 45.700 EUR/DTN(01):9.000 % ; V 44.800 EUR/DTN(01):11.200 % + 0.900 EUR DTN ; V 43.900 EUR/DTN(01):11.200 % + 1.800 EUR DTN ; V 43.000 EUR/DTN(01):11.200 % + 2.700 EUR DTN ; V 42.000 EUR/DTN(01):11.200 % + 3.700 EUR DTN ; V 0.000 EUR/DTN(01):11.200 % + 23.800 EUR DTN";DUT 3TH
0808108000;"Cond: V 56.800 EUR/DTN(01):0.000 % ; V 55.700 EUR/DTN(01):3.000 % + 1.100 EUR DTN ; V 54.500 EUR/DTN(01):3.000 % + 2.300 EUR DTN ; V 53.400 EUR/DTN(01):3.000 % + 3.400 EUR DTN ; V 52.300 EUR/DTN(01):3.000 % + 4.500 EUR DTN ; V 51.100 EUR/DTN(01):3.000 % + 5.700 EUR DTN ; V 50.000 EUR/DTN(01):3.000 % + 6.800 EUR DTN ; V 48.800 EUR/DTN(01):3.000 % + 8.000 EUR DTN ; V 0.000 EUR/DTN(01):3.000 % + 23.800 EUR DTN";DUT 3TH
0808108000;"Cond: V 56.800 EUR/DTN(01):0.000 % ; V 55.700 EUR/DTN(01):3.000 % + 1.100 EUR DTN ; V 54.500 EUR/DTN(01):3.000 % + 2.300 EUR DTN ; V 53.400 EUR/DTN(01):3.000 % + 3.400 EUR DTN ; V 52.300 EUR/DTN(01):3.000 % + 4.500 EUR DTN ; V 51.100 EUR/DTN(01):3.000 % + 5.700 EUR DTN ; V 50.000 EUR/DTN(01):3.000 % + 6.800 EUR DTN ; V 48.800 EUR/DTN(01):3.000 % + 8.000 EUR DTN ; V 0.000 EUR/DTN(01):3.000 % + 23.800 EUR DTN";DUT 3TH
0808108000;"Cond: V 56.800 EUR/DTN(01):0.000 % ; V 55.700 EUR/DTN(01):3.000 % + 1.100 EUR DTN ; V 54.500 EUR/DTN(01):3.000 % + 2.300 EUR DTN ; V 53.400 EUR/DTN(01):3.000 % + 3.400 EUR DTN ; V 52.300 EUR/DTN(01):3.000 % + 4.500 EUR DTN ; V 51.100 EUR/DTN(01):3.000 % + 5.700 EUR DTN ; V 50.000 EUR/DTN(01):3.000 % + 6.800 EUR DTN ; V 48.800 EUR/DTN(01):3.000 % + 8.000 EUR DTN ; V 0.000 EUR/DTN(01):3.000 % + 23.800 EUR DTN";DUT 3TH
0808108000;"Cond: V 56.800 EUR/DTN(01):0.000 % ; V 55.700 EUR/DTN(01):3.000 % + 1.100 EUR DTN ; V 54.500 EUR/DTN(01):3.000 % + 2.300 EUR DTN ; V 53.400 EUR/DTN(01):3.000 % + 3.400 EUR DTN ; V 52.300 EUR/DTN(01):3.000 % + 4.500 EUR DTN ; V 51.100 EUR/DTN(01):3.000 % + 5.700 EUR DTN ; V 50.000 EUR/DTN(01):3.000 % + 6.800 EUR DTN ; V 48.800 EUR/DTN(01):3.000 % + 8.000 EUR DTN ; V 0.000 EUR/DTN(01):3.000 % + 23.800 EUR DTN";DUT 3TH
0808108000;"Cond: V 56.800 EUR/DTN(01):4.000 % ; V 55.700 EUR/DTN(01):6.400 % + 1.100 EUR DTN ; V 54.500 EUR/DTN(01):6.400 % + 2.300 EUR DTN ; V 53.400 EUR/DTN(01):6.400 % + 3.400 EUR DTN ; V 52.300 EUR/DTN(01):6.400 % + 4.500 EUR DTN ; V 0.000 EUR/DTN(01):6.400 % + 23.800 EUR DTN";DUT 3TH
0808108000;"Cond: V 56.800 EUR/DTN(01):4.000 % ; V 55.700 EUR/DTN(01):6.400 % + 1.100 EUR DTN ; V 54.500 EUR/DTN(01):6.400 % + 2.300 EUR DTN ; V 53.400 EUR/DTN(01):6.400 % + 3.400 EUR DTN ; V 52.300 EUR/DTN(01):6.400 % + 4.500 EUR DTN ; V 0.000 EUR/DTN(01):6.400 % + 23.800 EUR DTN";DUT 3TH
0808108000;"Cond: V 56.800 EUR/DTN(01):4.000 % ; V 55.700 EUR/DTN(01):6.400 % + 1.100 EUR DTN ; V 54.500 EUR/DTN(01):6.400 % + 2.300 EUR DTN ; V 53.400 EUR/DTN(01):6.400 % + 3.400 EUR DTN ; V 52.300 EUR/DTN(01):6.400 % + 4.500 EUR DTN ; V 0.000 EUR/DTN(01):6.400 % + 23.800 EUR DTN";DUT 3TH
0808108000;"Cond: V 56.800 EUR/DTN(01):4.000 % ; V 55.700 EUR/DTN(01):6.400 % + 1.100 EUR DTN ; V 54.500 EUR/DTN(01):6.400 % + 2.300 EUR DTN ; V 53.400 EUR/DTN(01):6.400 % + 3.400 EUR DTN ; V 52.300 EUR/DTN(01):6.400 % + 4.500 EUR DTN ; V 51.100 EUR/DTN(01):6.400 % + 5.700 EUR DTN ; V 50.000 EUR/DTN(01):6.400 % + 6.800 EUR DTN ; V 0.000 EUR/DTN(01):6.400 % + 23.800 EUR DTN";DUT 3TH
0808108000;"Cond: V 56.800 EUR/DTN(01):4.000 % ; V 55.700 EUR/DTN(01):6.400 % + 1.100 EUR DTN ; V 54.500 EUR/DTN(01):6.400 % + 2.300 EUR DTN ; V 53.400 EUR/DTN(01):6.400 % + 3.400 EUR DTN ; V 52.300 EUR/DTN(01):6.400 % + 4.500 EUR DTN ; V 51.100 EUR/DTN(01):6.400 % + 5.700 EUR DTN ; V 50.000 EUR/DTN(01):6.400 % + 6.800 EUR DTN ; V 0.000 EUR/DTN(01):6.400 % + 23.800 EUR DTN";DUT 3TH
0808108000;"Cond: V 56.800 EUR/DTN(01):4.000 % ; V 55.700 EUR/DTN(01):6.400 % + 1.100 EUR DTN ; V 54.500 EUR/DTN(01):6.400 % + 2.300 EUR DTN ; V 53.400 EUR/DTN(01):6.400 % + 3.400 EUR DTN ; V 52.300 EUR/DTN(01):6.400 % + 4.500 EUR DTN ; V 51.100 EUR/DTN(01):6.400 % + 5.700 EUR DTN ; V 50.000 EUR/DTN(01):6.400 % + 6.800 EUR DTN ; V 0.000 EUR/DTN(01):6.400 % + 23.800 EUR DTN";DUT 3TH
0808108010;"Cond: V 45.700 EUR/DTN(01):9.000 % ; V 44.800 EUR/DTN(01):11.200 % + 0.900 EUR DTN ; V 43.900 EUR/DTN(01):11.200 % + 1.800 EUR DTN ; V 43.000 EUR/DTN(01):11.200 % + 2.700 EUR DTN ; V 42.000 EUR/DTN(01):11.200 % + 3.700 EUR DTN ; V 0.000 EUR/DTN(01):11.200 % + 23.800 EUR DTN";DUT 3TH
0808309000;"Cond: V 38.800 EUR/DTN(01):10.400 % ; V 38.000 EUR/DTN(01):10.400 % + 0.800 EUR DTN ; V 37.200 EUR/DTN(01):10.400 % + 1.600 EUR DTN ; V 36.500 EUR/DTN(01):10.400 % + 2.300 EUR DTN ; V 35.700 EUR/DTN(01):10.400 % + 3.100 EUR DTN ; V 0.000 EUR/DTN(01):10.400 % + 23.800 EUR DTN";DUT 3TH
0808309000;"Cond: V 38.800 EUR/DTN(01):10.400 % ; V 38.000 EUR/DTN(01):10.400 % + 0.800 EUR DTN ; V 37.200 EUR/DTN(01):10.400 % + 1.600 EUR DTN ; V 36.500 EUR/DTN(01):10.400 % + 2.300 EUR DTN ; V 35.700 EUR/DTN(01):10.400 % + 3.100 EUR DTN ; V 0.000 EUR/DTN(01):10.400 % + 23.800 EUR DTN";DUT 3TH
0808309000;"Cond: V 38.800 EUR/DTN(01):10.400 % ; V 38.000 EUR/DTN(01):10.400 % + 0.800 EUR DTN ; V 37.200 EUR/DTN(01):10.400 % + 1.600 EUR DTN ; V 36.500 EUR/DTN(01):10.400 % + 2.300 EUR DTN ; V 35.700 EUR/DTN(01):10.400 % + 3.100 EUR DTN ; V 0.000 EUR/DTN(01):10.400 % + 23.800 EUR DTN";DUT 3TH
0808309000;"Cond: V 46.500 EUR/DTN(01):0.000 % ; V 45.600 EUR/DTN(01):4.000 % + 0.900 EUR DTN ; V 44.600 EUR/DTN(01):4.000 % + 1.900 EUR DTN ; V 43.700 EUR/DTN(01):4.000 % + 2.800 EUR DTN ; V 42.800 EUR/DTN(01):4.000 % + 3.700 EUR DTN ; V 41.900 EUR/DTN(01):4.000 % + 4.600 EUR DTN ; V 40.900 EUR/DTN(01):4.000 % + 5.600 EUR DTN ; V 40.000 EUR/DTN(01):4.000 % + 6.500 EUR DTN ; V 0.000 EUR/DTN(01):4.000 % + 23.800 EUR DTN";DUT 3TH
0808309000;"Cond: V 46.500 EUR/DTN(01):5.000 % ; V 45.600 EUR/DTN(01):8.000 % + 0.900 EUR DTN ; V 44.600 EUR/DTN(01):8.000 % + 1.900 EUR DTN ; V 43.700 EUR/DTN(01):8.000 % + 2.800 EUR DTN ; V 42.800 EUR/DTN(01):8.000 % + 3.700 EUR DTN ; V 0.000 EUR/DTN(01):8.000 % + 23.800 EUR DTN";DUT 3TH
0808309000;"Cond: V 51.000 EUR/DTN(01):0.000 % ; V 50.000 EUR/DTN(01):2.500 % + 1.000 EUR DTN ; V 49.000 EUR/DTN(01):2.500 % + 2.000 EUR DTN ; V 47.900 EUR/DTN(01):2.500 % + 3.100 EUR DTN ; V 46.900 EUR/DTN(01):2.500 % + 4.100 EUR DTN ; V 45.900 EUR/DTN(01):2.500 % + 5.100 EUR DTN ; V 44.900 EUR/DTN(01):2.500 % + 6.100 EUR DTN ; V 43.900 EUR/DTN(01):2.500 % + 7.100 EUR DTN ; V 0.000 EUR/DTN(01):2.500 % + 23.800 EUR DTN";DUT 3TH
0808309000;"Cond: V 51.000 EUR/DTN(01):0.000 % ; V 50.000 EUR/DTN(01):2.500 % + 1.000 EUR DTN ; V 49.000 EUR/DTN(01):2.500 % + 2.000 EUR DTN ; V 47.900 EUR/DTN(01):2.500 % + 3.100 EUR DTN ; V 46.900 EUR/DTN(01):2.500 % + 4.100 EUR DTN ; V 45.900 EUR/DTN(01):2.500 % + 5.100 EUR DTN ; V 44.900 EUR/DTN(01):2.500 % + 6.100 EUR DTN ; V 43.900 EUR/DTN(01):2.500 % + 7.100 EUR DTN ; V 0.000 EUR/DTN(01):2.500 % + 23.800 EUR DTN";DUT 3TH
0808309000;"Cond: V 51.000 EUR/DTN(01):0.000 % ; V 50.000 EUR/DTN(01):2.500 % + 1.000 EUR DTN ; V 49.000 EUR/DTN(01):2.500 % + 2.000 EUR DTN ; V 47.900 EUR/DTN(01):2.500 % + 3.100 EUR DTN ; V 46.900 EUR/DTN(01):2.500 % + 4.100 EUR DTN ; V 45.900 EUR/DTN(01):2.500 % + 5.100 EUR DTN ; V 44.900 EUR/DTN(01):2.500 % + 6.100 EUR DTN ; V 43.900 EUR/DTN(01):2.500 % + 7.100 EUR DTN ; V 0.000 EUR/DTN(01):2.500 % + 23.800 EUR DTN";DUT 3TH
0808309000;"Cond: V 51.000 EUR/DTN(01):10.400 % ; V 50.000 EUR/DTN(01):10.400 % + 1.000 EUR DTN ; V 49.000 EUR/DTN(01):10.400 % + 2.000 EUR DTN ; V 47.900 EUR/DTN(01):10.400 % + 3.100 EUR DTN ; V 46.900 EUR/DTN(01):10.400 % + 4.100 EUR DTN ; V 0.000 EUR/DTN(01):10.400 % + 23.800 EUR DTN";DUT 3TH
0808309000;"Cond: V 51.000 EUR/DTN(01):10.400 % ; V 50.000 EUR/DTN(01):10.400 % + 1.000 EUR DTN ; V 49.000 EUR/DTN(01):10.400 % + 2.000 EUR DTN ; V 47.900 EUR/DTN(01):10.400 % + 3.100 EUR DTN ; V 46.900 EUR/DTN(01):10.400 % + 4.100 EUR DTN ; V 0.000 EUR/DTN(01):10.400 % + 23.800 EUR DTN";DUT 3TH
0808309000;"Cond: V 51.000 EUR/DTN(01):5.000 % ; V 50.000 EUR/DTN(01):8.000 % + 1.000 EUR DTN ; V 49.000 EUR/DTN(01):8.000 % + 2.000 EUR DTN ; V 47.900 EUR/DTN(01):8.000 % + 3.100 EUR DTN ; V 46.900 EUR/DTN(01):8.000 % + 4.100 EUR DTN ; V 0.000 EUR/DTN(01):8.000 % + 23.800 EUR DTN";DUT 3TH
0808309000;"Cond: V 51.000 EUR/DTN(01):5.000 % ; V 50.000 EUR/DTN(01):8.000 % + 1.000 EUR DTN ; V 49.000 EUR/DTN(01):8.000 % + 2.000 EUR DTN ; V 47.900 EUR/DTN(01):8.000 % + 3.100 EUR DTN ; V 46.900 EUR/DTN(01):8.000 % + 4.100 EUR DTN ; V 0.000 EUR/DTN(01):8.000 % + 23.800 EUR DTN";DUT 3TH
0808309000;"Cond: V 51.000 EUR/DTN(01):8.000 % ; V 50.000 EUR/DTN(01):8.000 % + 1.000 EUR DTN ; V 49.000 EUR/DTN(01):8.000 % + 2.000 EUR DTN ; V 47.900 EUR/DTN(01):8.000 % + 3.100 EUR DTN ; V 46.900 EUR/DTN(01):8.000 % + 4.100 EUR DTN ; V 0.000 EUR/DTN(01):8.000 % + 23.800 EUR DTN";DUT 3TH
0808309000;"Cond: V 51.000 EUR/DTN(01):8.000 % ; V 50.000 EUR/DTN(01):8.000 % + 1.000 EUR DTN ; V 49.000 EUR/DTN(01):8.000 % + 2.000 EUR DTN ; V 47.900 EUR/DTN(01):8.000 % + 3.100 EUR DTN ; V 46.900 EUR/DTN(01):8.000 % + 4.100 EUR DTN ; V 0.000 EUR/DTN(01):8.000 % + 23.800 EUR DTN";DUT 3TH
0808309000;"Cond: V 51.000 EUR/DTN(01):8.000 % ; V 50.000 EUR/DTN(01):8.000 % + 1.000 EUR DTN ; V 49.000 EUR/DTN(01):8.000 % + 2.000 EUR DTN ; V 47.900 EUR/DTN(01):8.000 % + 3.100 EUR DTN ; V 46.900 EUR/DTN(01):8.000 % + 4.100 EUR DTN ; V 0.000 EUR/DTN(01):8.000 % + 23.800 EUR DTN";DUT 3TH
0808309090;"Cond: V 51.000 EUR/DTN(01):5.000 % ; V 50.000 EUR/DTN(01):8.000 % + 1.000 EUR DTN ; V 49.000 EUR/DTN(01):8.000 % + 2.000 EUR DTN ; V 47.900 EUR/DTN(01):8.000 % + 3.100 EUR DTN ; V 46.900 EUR/DTN(01):8.000 % + 4.100 EUR DTN ; V 0.000 EUR/DTN(01):8.000 % + 23.800 EUR DTN";DUT 3TH
0808400000;7.200 %;DUT 3TH
0809100000;20.000 %;DUT 3TH
0809100000;"Cond: V 107.100 EUR/DTN(01):20.000 % ; V 105.000 EUR/DTN(01):20.000 % + 2.100 EUR DTN ; V 102.800 EUR/DTN(01):20.000 % + 4.300 EUR DTN ; V 100.700 EUR/DTN(01):20.000 % + 6.400 EUR DTN ; V 98.500 EUR/DTN(01):20.000 % + 8.600 EUR DTN ; V 0.000 EUR/DTN(01):20.000 % + 22.700 EUR DTN";DUT 3TH
0809100000;"Cond: V 77.100 EUR/DTN(01):20.000 % ; V 75.600 EUR/DTN(01):20.000 % + 1.500 EUR DTN ; V 74.000 EUR/DTN(01):20.000 % + 3.100 EUR DTN ; V 72.500 EUR/DTN(01):20.000 % + 4.600 EUR DTN ; V 70.900 EUR/DTN(01):20.000 % + 6.200 EUR DTN ; V 0.000 EUR/DTN(01):20.000 % + 22.700 EUR DTN";DUT 3TH
0809301000;17.600 %;DUT 3TH
0809301000;"Cond: V 60.000 EUR/DTN(01):17.600 % ; V 58.800 EUR/DTN(01):17.600 % + 1.200 EUR DTN ; V 57.600 EUR/DTN(01):17.600 % + 2.400 EUR DTN ; V 56.400 EUR/DTN(01):17.600 % + 3.600 EUR DTN ; V 55.200 EUR/DTN(01):17.600 % + 4.800 EUR DTN ; V 0.000 EUR/DTN(01):17.600 % + 13.000 EUR DTN";DUT 3TH
0809302000;"Cond: V 77.600 EUR/DTN(01):17.600 % ; V 76.000 EUR/DTN(01):17.600 % + 1.600 EUR DTN ; V 74.500 EUR/DTN(01):17.600 % + 3.100 EUR DTN ; V 72.900 EUR/DTN(01):17.600 % + 4.700 EUR DTN ; V 71.400 EUR/DTN(01):17.600 % + 6.200 EUR DTN ; V 0.000 EUR/DTN(01):17.600 % + 13.000 EUR DTN";DUT 3TH
0809308000;17.600 %;DUT 3TH
0809308000;"Cond: V 77.600 EUR/DTN(01):17.600 % ; V 76.000 EUR/DTN(01):17.600 % + 1.600 EUR DTN ; V 74.500 EUR/DTN(01):17.600 % + 3.100 EUR DTN ; V 72.900 EUR/DTN(01):17.600 % + 4.700 EUR DTN ; V 71.400 EUR/DTN(01):17.600 % + 6.200 EUR DTN ; V 0.000 EUR/DTN(01):17.600 % + 13.000 EUR DTN";DUT 3TH
0809308000;"Cond: V 77.600 EUR/DTN(01):17.600 % ; V 76.000 EUR/DTN(01):17.600 % + 1.600 EUR DTN ; V 74.500 EUR/DTN(01):17.600 % + 3.100 EUR DTN ; V 72.900 EUR/DTN(01):17.600 % + 4.700 EUR DTN ; V 71.400 EUR/DTN(01):17.600 % + 6.200 EUR DTN ; V 0.000 EUR/DTN(01):17.600 % + 13.000 EUR DTN";DUT 3TH
0809308000;"Cond: V 77.600 EUR/DTN(01):17.600 % ; V 76.000 EUR/DTN(01):17.600 % + 1.600 EUR DTN ; V 74.500 EUR/DTN(01):17.600 % + 3.100 EUR DTN ; V 72.900 EUR/DTN(01):17.600 % + 4.700 EUR DTN ; V 71.400 EUR/DTN(01):17.600 % + 6.200 EUR DTN ; V 0.000 EUR/DTN(01):17.600 % + 13.000 EUR DTN";DUT 3TH
0809309000;17.600 %;DUT 3TH
0809309000;"Cond: V 60.000 EUR/DTN(01):17.600 % ; V 58.800 EUR/DTN(01):17.600 % + 1.200 EUR DTN ; V 57.600 EUR/DTN(01):17.600 % + 2.400 EUR DTN ; V 56.400 EUR/DTN(01):17.600 % + 3.600 EUR DTN ; V 55.200 EUR/DTN(01):17.600 % + 4.800 EUR DTN ; V 0.000 EUR/DTN(01):17.600 % + 13.000 EUR DTN";DUT 3TH
0809400500;6.400 %;DUT 3TH
0809400500;6.400 %;DUT 3TH
0809400500;"Cond: V 69.600 EUR/DTN(01):12.000 % ; V 68.200 EUR/DTN(01):12.000 % + 1.400 EUR DTN ; V 66.800 EUR/DTN(01):12.000 % + 2.800 EUR DTN ; V 65.400 EUR/DTN(01):12.000 % + 4.200 EUR DTN ; V 64.000 EUR/DTN(01):12.000 % + 5.600 EUR DTN ; V 0.000 EUR/DTN(01):12.000 % + 10.300 EUR DTN";DUT 3TH
0809400500;"Cond: V 69.600 EUR/DTN(01):12.000 % ; V 68.200 EUR/DTN(01):12.000 % + 1.400 EUR DTN ; V 66.800 EUR/DTN(01):12.000 % + 2.800 EUR DTN ; V 65.400 EUR/DTN(01):12.000 % + 4.200 EUR DTN ; V 64.000 EUR/DTN(01):12.000 % + 5.600 EUR DTN ; V 0.000 EUR/DTN(01):12.000 % + 10.300 EUR DTN";DUT 3TH
0809400500;"Cond: V 69.600 EUR/DTN(01):12.000 % ; V 68.200 EUR/DTN(01):12.000 % + 1.400 EUR DTN ; V 66.800 EUR/DTN(01):12.000 % + 2.800 EUR DTN ; V 65.400 EUR/DTN(01):12.000 % + 4.200 EUR DTN ; V 64.000 EUR/DTN(01):12.000 % + 5.600 EUR DTN ; V 0.000 EUR/DTN(01):12.000 % + 10.300 EUR DTN";DUT 3TH
0810409000;9.600 %;DUT 3TH
0810500000;8.000 %;DUT 3TH
0810500000;8.000 %;DUT 3TH
0810500000;8.800 %;DUT 3TH
0810500000;8.800 %;DUT 3TH
0810500000;8.800 %;DUT 3TH
0810700000;8.800 %;DUT 3TH
0810907500;8.800 %;DUT 3TH
0811109000;14.400 %;DUT 3TH
0811203100;14.400 %;DUT 3TH
0811205900;12.000 %;DUT 3TH
0811209000;14.400 %;DUT 3TH
0811903100;13.000 %;DUT 3TH
0811905000;12.000 %;DUT 3TH
0811907000;3.200 %;DUT 3TH
0811907500;14.400 %;DUT 3TH
0811908000;14.400 %;DUT 3TH
0811908500;9.000 %;DUT 3TH
0811909500;14.400 %;DUT 3TH
0811909520;14.400 %;DUT 3TH
0811909530;14.400 %;DUT 3TH
0811909590;14.400 %;DUT 3TH
0812902500;12.800 %;DUT 3TH
0813100000;5.600 %;DUT 3TH
0813200000;9.600 %;DUT 3TH
0813300000;3.200 %;DUT 3TH
0813401000;5.600 %;DUT 3TH
0813405000;2.000 %;DUT 3TH
0813406500;0.000 %;DUT 3TH
0813409500;2.400 %;DUT 3TH
0813409510;2.400 %;DUT 3TH
0813409580;2.400 %;DUT 3TH
0813501500;6.400 %;DUT 3TH
0813501900;9.600 %;DUT 3TH
0813503900;6.400 %;DUT 3TH
0813503960;6.400 %;DUT 3TH
0813509980;9.600 %;DUT 3TH
0814000000;1.600 %;DUT 3TH
0901110000;0.000 %;DUT 3TH
0901120000;8.300 %;DUT 3TH
0901210000;7.500 %;DUT 3TH
0901220000;9.000 %;DUT 3TH
0901909000;11.500 %;DUT 3TH
0902100000;3.200 %;DUT 3TH
0902200000;0.000 %;DUT 3TH
0902300000;0.000 %;DUT 3TH
0902400000;0.000 %;DUT 3TH
0903000000;0.000 %;DUT 3TH
0904110000;0.000 %;DUT 3TH
0904110010;0.000 %;DUT 3TH
0904110090;0.000 %;DUT 3TH
0904120000;4.000 %;DUT 3TH
0904211000;9.600 %;DUT 3TH
0904219000;0.000 %;DUT 3TH
0904219020;0.000 %;DUT 3TH
0904219080;0.000 %;DUT 3TH
0904220011;5.000 %;DUT 3TH
0904220019;5.000 %;DUT 3TH
0904220090;5.000 %;DUT 3TH
0905200000;6.000 %;DUT 3TH
0906110000;0.000 %;DUT 3TH
0906190000;0.000 %;DUT 3TH
0906200000;0.000 %;DUT 3TH
0907100000;8.000 %;DUT 3TH
0907200000;8.000 %;DUT 3TH
0908110000;0.000 %;DUT 3TH
0908120000;0.000 %;DUT 3TH
0908220000;0.000 %;DUT 3TH
0908310000;0.000 %;DUT 3TH
0908320000;0.000 %;DUT 3TH
0909210000;0.000 %;DUT 3TH
0909220000;0.000 %;DUT 3TH
0909310000;0.000 %;DUT 3TH
0909320000;0.000 %;DUT 3TH
0909610000;0.000 %;DUT 3TH
0909620000;0.000 %;DUT 3TH
0910110000;0.000 %;DUT 3TH
0910120000;0.000 %;DUT 3TH
0910201000;0.000 %;DUT 3TH
0910209000;8.500 %;DUT 3TH
0910300000;0.000 %;DUT 3TH
0910910500;0.000 %;DUT 3TH
0910911000;0.000 %;DUT 3TH
0910919000;12.500 %;DUT 3TH
0910991000;0.000 %;DUT 3TH
0910993100;0.000 %;DUT 3TH
0910993300;7.000 %;DUT 3TH
0910993900;8.500 %;DUT 3TH
0910995000;7.000 %;DUT 3TH
0910999100;0.000 %;DUT 3TH
0910999900;12.500 %;DUT 3TH
0910999900;12.500 %;DUT 3TH
1001110000;"Cond: B cert: Y-155 (01):148.000 EUR TNE ; B (01):0.000 EUR TNE";DUT 3TH
1001190030;0.000 EUR TNE;DUT 3TH
1001911000;"Cond: B cert: Y-155 (01):95.000 EUR TNE ; B (01):12.800 %";DUT 3TH
1001912020;0.000 EUR TNE;DUT 3TH
1001912020;"Cond: B cert: Y-155 (01):95.000 EUR TNE ; B (01):0.000 EUR TNE";DUT 3TH
1001919000;95.000 EUR TNE;DUT 3TH
1003100000;93.000 EUR TNE;DUT 3TH
1003900000;93.000 EUR TNE;DUT 3TH
1003900020;93.000 EUR TNE;DUT 3TH
1003900090;93.000 EUR TNE;DUT 3TH
1004100000;89.000 EUR TNE;DUT 3TH
1004900000;89.000 EUR TNE;DUT 3TH
1005109000;0.000 EUR TNE;DUT 3TH
1005109000;0.000 EUR TNE;DUT 3TH
1005109000;0.000 EUR TNE;DUT 3TH
1005900090;0.000 EUR TNE;DUT 3TH
1005900090;0.000 EUR TNE;DUT 3TH
1005900090;0.000 EUR TNE;DUT 3TH
1005900090;0.000 EUR TNE;DUT 3TH
1005900090;0.000 EUR TNE;DUT 3TH
1005900090;0.000 EUR TNE;DUT 3TH
1006101000;7.700 %;DUT 3TH
1006103000;211.000 EUR TNE;DUT 3TH
1006209200;30.000 EUR TNE;DUT 3TH
1006209200;42.500 EUR TNE;DUT 3TH
1006302100;175.000 EUR TNE;DUT 3TH
1006302120;175.000 EUR TNE;DUT 3TH
1006302510;175.000 EUR TNE;DUT 3TH
1006302590;175.000 EUR TNE;DUT 3TH
1006302716;175.000 EUR TNE;DUT 3TH
1006302722;175.000 EUR TNE;DUT 3TH
1006304420;175.000 EUR TNE;DUT 3TH
1006304490;175.000 EUR TNE;DUT 3TH
1006304620;175.000 EUR TNE;DUT 3TH
1006304812;175.000 EUR TNE;DUT 3TH
1006306320;175.000 EUR TNE;DUT 3TH
1006306390;175.000 EUR TNE;DUT 3TH
1006306712;175.000 EUR TNE;DUT 3TH
